titulo;url;regiao;descricao
Engenheiro de Dados Azure;https://www.catho.com.br/vagas/engenheiro-de-dados-azure/18595881/?origem_apply=busca-de-vagas&entrada_apply=direto;Brasilia - DF (1);4 anos de experiência como engenheiro de dados Experiência com o banco de dados Azure Com certificação em DP-200 e DP-201 OU DP-203. ?Experiência de 04 anos como engenheiro de dados ?Experiência com o banco de dados Azure ?Com certificação em DP-200 e DP-201 OU DP-203 Faixa Salarial ? Remuneração: 13.000,00 PJ ou CLT (+ Benefícios) Interessados encaminhar currículo para: rh5.vagastecnologia@gmail.com com o título: Engenheiro de Dados Azure
Engenheiro de Dados Sênior;https://www.catho.com.br/vagas/engenheiro-de-dados-senior/18512760/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);O profissional estará encarregado de contribuir para o projeto de implementação de Sistemas escaláveis de ETL e processamento de dados para entrar em nosso ecossistema de Big Data. Construir e escalar a plataforma de análise interna, relatórios e decisões internas. Juntamente com o arquiteto de engenharia e infraestrutura, desenvolver melhorias na estratégia de dados, qualidade e governança. Colaborar com os arquitetos, proprietários de produtos, cientistas de dados e engenheiros de teste para ajudar a trazer projetos de R&D de Ciência de Dados para a produção. Gerenciar a infraestrutura de dados, para crescer e apoiar a equipe de Ciência e Engenharia de Dados, em relação à construção de produtos de dados performantes. Estabelecer a direção técnica para a equipe, impulsionando as mudanças necessárias e fazendo escolhas tecnológicas adequadas. Requisitos: AWS Python Terraform, Docker e Kubernetes Data Warehouse/Data Lake e ETL Spark, Spark Streaming, Hive, Storm, Sqoop, Kafka, Hbase e/ou HDFS SQL/NoSQL Métodos ágeis Disponibilidade para viagens, pois irá atuar com o time técnico de São Francisco e Singapura e eventualmente será necessário viajar para outras unidades Inglês avançado/fluente, diferencial para espanhol Curso superior na área de tecnologia/ exatas. Experiência com: Engenharia de Dados com serviços AWS Codificação de nível de produção em Python Projetos de arquiteturas de Data Warehouse/Data Lake e ETL com tecnologias de Big data como Spark, Spark Streaming, Hive, Storm, Sqoop, Kafka, Hbase e HDFS. SQL/NoSQL como MongoDB, Cassandra, Solr, Elasticsearch, Redshift, DynamoDB Processos Ágeis e Scrum.
Engenheiro de Dados - Scala;https://www.catho.com.br/vagas/engenheiro-de-dados-scala/18595882/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (2);Isso mesmo estamos com a vaga que você tanto procurava Engenheiro de Dados - Scala. 100% Remoto com Auxílio Home Office. R$ 10.000,00 CLT + Benefícios (VA, VT, Plano de Saúde, Gympass). Requisitos -Experiência Linguagem Scala -Framework de processamento distribuído Scala - Spark Hadoop -Big Data -Conhecimento básico em Java. Desejável -Conhecimento em Cloud Azure.
Engenheiro de Dados Azure;https://www.catho.com.br/vagas/engenheiro-de-dados-azure/18249333/?origem_apply=busca-de-vagas&entrada_apply=direto;Campinas - SP (1);Suas principais responsabilidades serão: Engenheiro de Dados Sênior com experiência em processos de ingestão de dados, para atuar em processo de ingestão de dados baseado em PySpark (Databricks) e Azure Data Factory como orquestrador dos pipelines. Será o responsável pelo desenvolvimento e manutenção do fluxo da carga e garantia da qualidade dos dados. O que buscamos: Databricks Pyspark Azure Data Factory Azure Data Lakes (Storage Account Gen2). Processos ETL em Data Lake Conceitos das camadas bronze, silver e gold de um Data Lake. Inglês Fluente. Conhecimentos desejáveis: Já ter atuado em projetos com times globais.  Idioma:  Inglês - Fluente
Engenheiro de Dados Pleno;https://www.catho.com.br/vagas/engenheiro-de-dados-pleno/18607930/?origem_apply=busca-de-vagas&entrada_apply=direto;Osasco - SP (1);Construir e customizar pipeline de dados batch e realtime. Programar e dar manutenção em códigos escritos em R, Python e/ou Java. Definir e construir banco de dados relacionais com arquitetura distribuída para processamento de Big Data. Extrair, transformar e carregar (ETL) dados de um banco de dados para outro. Analisar requerimentos dos usuários. Pesquisar, desenhar e desenvolver novos programas de software. Testar novos programas e procurar por falhas. Experiência (quando aplicável no projeto) em Cloud (AWS, Azure, IBM) - provisionamento de ambiente, conectividade, desenvolvimento e consumo de APIs. Experiência comprovada em Engenharia de dados. Experiência e/ou conhecimento com as seguintes tecnologias: Hadoop, MapReduce, Spark, HBase, Hive, Teradata, Kafka. Preferencialmente com familiaridade nas distribuições Horton / Cloudera. Proficiência em Linux incluindo construção de shell script. Experiência na arquitetura da plataforma SAS, Teradata, Greenplum e ecossistema Hadoop. Conhecimento e experiência avançada com SQL. Conhecimento e experiência com produtos e serviços das áreas de negócios de instituições financeiras.
Engenheiro de Dados Sênior;https://www.catho.com.br/vagas/engenheiro-de-dados-senior/18578338/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);Atuar como Engenheiro de Dados Generalista em atividades relacionadas à ciência de dados e data analytics. Colaborador com o desenvolvimento do processo para adequações ao LGPD. Atuar na construção de um sistema robusto. Trabalhar na atualização constante de melhores práticas com relação a segurança da informação. Ser alguém que deseja ser protagonistas de sua carreira e que tenha vontade de gerar impactos e transformações positivas em seu redor Conhecimento na língua inglesa. Atuamos em times e projetos globais, por isso este conhecimento é fundamental em seu dia a dia Graduação completa em Engenharias, Ciências da Computação, Matemática e áreas correlatas. Experiência em BI / Big Data, modelagem de dados, construção de pipelines usando sistemas distribuídos, como Hadoop e/ou Spark Experiência no processo de Mineração de Dados. Experiência prática com ingestão, integração, processamento e armazenamento de grandes volumes de dados. Conhecimento na Lei de Proteção à Dados (LGPD). Conhecimento Programação em linguagens como: Python, R, Scala ou Java Experiência com bancos de dados relacionais como: SQL Server, Oracle e MySQL. Experiência com bancos de dados NoSQL. Experiência na utilização dos conceitos de classificação e previsão de dados para construção de modelos de machine learning. Experiência no processo de preparação de dados. Limpeza, Enriquecimento, codificação e feature engineering. Conhecimento em engenharia de atributos.
Engenheiro de Dados - Oncologia;https://www.catho.com.br/vagas/engenheiro-de-dados-oncologia/18479047/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);Quais serão suas principais atividades? Desenvolver e cuidar do Data Lake, do funcionamento e do correto uso dos dados da Oncologia por parte de outras áreas Desenvolver rotinas ETL Construir integrações com novas APIs e sistemas de mensageria que deem suporte ao crescimento contínuo em volume e complexidade de dados Implementar processos e sistemas para monitorar a qualidade dos dados, garantindo que as informações disponíveis para tomadas de decisão estejam acuradas com os dados de produção Desenvolver e manter datawarehouses modernos e datamarts da companhia, possibilitando a tomada de decisão de diversas áreas de negócio Trabalhar próximo aos demais engenheiros de backend , cientistas de dados, analistas de dados, product owners e analistas de qualidade Implantar programas analíticos sofisticados, Machine Learning e métodos estatísticos Preparar dados para modelagem preditiva e prescritiva Encontrar padrões ocultos usando dados. O que você precisa para se inscrever? Superior Completo em Ciências da Computação, Engenharia da Computação, Sistemas de Informação, Análise e Desenvolvimento de Sistemas ou áreas correlatas) Experiência com ferramentas de processamento de dados distribuídos (Hadoop, Hive, Spark, Flink, Beam, Storm, Samza) e em prototipação e desenvolvimento de ETL Conhecimento de ferramentas Cloud (AWS e/ou GCP), Linux e em desenvolvimentos de APIs Rest Experiência com banco de dados relacionais e não relacionais (NoSQL) Prática em linguagem Python, Scala ou Java Conhecimento avançado em SQL Experiência de trabalho em times ágeis utilizando metodologia Scrum ou Kanb. O que oferecemos? Ticket Refeição. Ticket Alimentação. Plano de Saúde (após os 90 dias de experiência). Plano Odontológico (após os 90 dias de experiência). PLR. Além dos benefícios citados acima, temos descontos em estabelecimentos credenciados, auxílio educacional, programas de qualidade de vida e um programa de apoio psicológico, financeiro, jurídico e social. Você trabalhará na unidade Corporativa, na Avenida Paulista, de segunda à sexta-feira em horário comercial.
Engenheiro de Dados Sênior;https://www.catho.com.br/vagas/engenheiro-de-dados-senior/18625795/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);A empresa multinacional especializada em Management Consulting, Business Intelligence, Big Data, Web Performance, e-Commerce, Omni Channel e soluções ERP-CRM. Desenvolvimento técnico das tarefas combinadas usando as tecnologias propostas. Capacidade de análise de soluções apropriadas e criá-las tecnicamente, com a qualidade apropriada (testes em QA, criação de massas de testes, etc).  Participação ativa nos ritos do Scrum como integrante do time, como daily meetings, plannings (poker), apresentação de resultados em review. Perfil desejado: Shellscript. Python. Tecnologias hadoop (hive, phoenix, spark, yarn e seus conceitos inerentes à computação em cluster). Criação de queries analíticas em SQL/Spark SQL. Conhecimentos de programação funcional usando Scala. Ótimos conhecimentos de GCP "nativo" (cloud functions, dataproc, cloud build, etc..). Perfil comportamental: Trabalho em equipe, boa comunicação, boa organização, comprometimento e pró-atividade,
Engenheiro (a) de Dados (SAP);https://www.catho.com.br/vagas/engenheiro-a-de-dados-sap/18605989/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);Experiência e bons conhecimentos em Data Factory  Experiência e bons conhecimentos em Data Lake Storage  Experiência em desenvolvimento e modelagem de Data Warehouse  Experiência com Origens de dados SAP Data Services, SAP Hana, SAP ECC, SAP BW  Azure. Requerido  Experiência e bons conhecimentos em Data Factory  Experiência e bons conhecimentos em Data Lake Storage  Experiência em desenvolvimento e modelagem de Data Warehouse  Experiência com Origens de dados SAP Data Services, SAP Hana, SAP ECC, SAP BW  Azure.
Engenheiro (a) de Dados (Python);https://www.catho.com.br/vagas/engenheiro-a-de-dados-python/18606006/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);Experiência e bons conhecimentos em Data Factory  Experiência e bons conhecimentos em Data Lake Storage  Experiência em desenvolvimento e modelagem de Data Warehouse  Experiência e bons conhecimentos em Python  Azure. Experiência e bons conhecimentos em Data Factory  Experiência e bons conhecimentos em Data Lake Storage  Experiência em desenvolvimento e modelagem de Data Warehouse  Experiência e bons conhecimentos em Python  Azure.
Engenheiro de Dados - Splunk;https://www.catho.com.br/vagas/engenheiro-de-dados-splunk/18607876/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);Splunk Enterprise, criação de painéis, otimização de consultas e melhorias de performance, criação de comandos em python. Experiência Splunk Enterprise. Experiência em ingestões. Experiência em criação de painéis, otimização de consultas e melhorias de performance. Experiência em criação de comandos em python. Experiência ambiente BigData (HDFS, Hive, Spark, HBase), Linux / Shell Script, Python, SQL.
Engenheiro de Dados Sênior;https://www.catho.com.br/vagas/engenheiro-de-dados-senior/18609143/?origem_apply=busca-de-vagas&entrada_apply=direto;Belo Horizonte - MG (1);Atividades relacionadas a ciência de dados e data analytics. Experiência na área de BI / Big Data, modelagem de dados, construção de pipelines usando sistemas distribuídos, como Hadoop e/ou Spark Conhecimento Programação em linguagens como: Python, R, Scala ou Java Experiência com bancos de dados relacionais como: SQL Server, Oracle e MySql Experiência com bancos de dados NoSQL. Experiência na utilização dos conceitos de classificação e previsão de dados para construção de modelos de machine learning. Experiência no processo de preparação de dados. Limpeza, Enriquecimento, codificação e feature engineering. Conhecimento em engenharia de atributos. Experiência no processo de Mineração de Dados. Experiência prática com ingestão, integração, processamento e armazenamento de grandes volumes de dados Conhecimento na Lei de Proteção à Dados (LGPD)
Engenheiro de dados Pleno;https://www.catho.com.br/vagas/engenheiro-de-dados-pleno/18598792/?origem_apply=busca-de-vagas&entrada_apply=direto;Rio de Janeiro - RJ (1);Extração de dados (APIs, DB relacionais e não relacionais e web scraping)  Estruturar, desenvolver e monitorar fluxos ETL  Fazer a manutenção e monitoramento de sistemas legados  Colaborar com o time de Dados, Editorial e Produtos para novos produtos e novos processos  Desenvolver Data Lake e otimizar a disponibilização de dados para toda a empresa Conhecimento sólido em Python e Sql  Experiência no funcionamento e manutenção de banco de dados, principalmente PostgreSQL  Conhecimento em soluções em nuvem  Experiência em PowerBI, Metabase, Redash ou similares  Desejáveis:  Experiência com mercado financeiro/capitais  Conhecimento em Java e Groovy  Experiência com programação em R  Iniciativa  Idioma:  Inglês - Fluente
Engenheiro de Dados Sênior;https://www.catho.com.br/vagas/engenheiro-de-dados-senior/18600660/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);Entendimento funcional do requisito de negócio e traduzir para fluxo de dados. Modelagem de dados em Hive/HBase. Implementação de fluxos de dados (pipelines) utilizando principalmente com Spark para distribuição e processamento paralelo. O destino de dados pode ser arquivos, API, ElasticSearch ou SFTP. Linguagem de programação com Scala. Implementação de fluxos de dados com arquitetura orientada a eventos (Apache Kafka), utilização de padronização de tipo de mensagem Avro/protobuf/json. Ensino Superior completo.
Engenheiro de Dados Pleno;https://www.catho.com.br/vagas/engenheiro-de-dados-pleno/18585541/?origem_apply=busca-de-vagas&entrada_apply=direto;Florianópolis - SC (1);Análise desenho de soluções de arquitetura de dados na busca das melhores soluções para cada problema, desenvolver,?manter?e monitorar?pipelines de ingestão de dados, monitorar a performance e propor melhorias na infraestrutura?cloud, criar e manter a estrutura de dados data?lake?+ data warehouse, criar e monitorar?testes e?métricas?para?qualidade de dados.  Criar e monitorar?testes e?métricas?para?segurança dos dados.
Engenheiro de Dados Sênior;https://www.catho.com.br/vagas/engenheiro-de-dados-senior/18559226/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);Irá atuar com soluções de dados. Ferramentas para manipulação de dados (R, Python...) Conhecimento em extração e análise de dados Conhecimento em modelagem de dados Levantamento de necessidades e definições de formato de integração de dados Automatizar integrações de bases com o Data Lake
Engenheiro de Dados - Pleno;https://www.catho.com.br/vagas/engenheiro-de-dados-pleno/18567734/?origem_apply=busca-de-vagas&entrada_apply=direto;Fortaleza - CE (1);Projeto, modelagem, desenvolvimento e manutenção de data Warehouses e data marts/feature stores para atender às diversas necessidades do negócio. Projeto e o desenvolvimento de pipelines de transferência e transformação de dados (ETL) para a integração e consolidação de diferentes bases de dados. Projeto e desenvolvimento de arquiteturas de sistemas de dados eficientes e escaláveis que atendam às demandas de uso de grandes quantidades de dados em projetos de ciência de dados. Manutenção e otimização de sistemas existentes de gerenciamento de bancos de dados e de coleta de informações. Criação de pipelines para integrar e automatizar todo o fluxo da solução, desde a coleta até a disponibilização dos resultados. Ensino Superior completo Ciência da Computação, Engenharia de Software, Sistemas de Informação e afins. Conhecimento e/ou experiência nos fundamentos e conceitos de data warehousing. Experiência com a Linguagem SQL. Conhecimentos em linguagem Python e Scala. Conhecimentos e/ou experiência com sistemas de gerenciamento de bancos dados relacionais (RDBMS) diversos, incluindo MySQL, Postgres. Conhecimentos e/ou experiência em ferramentas para criar, agendar e monitorar workflows relacionados a ETL e aprendizado de máquina (e.g. Apache Airflow, Luigi). Compreensão da arquitetura de sistemas distribuídos de armazenamento, gerenciamento e processamento de dados (sistemas "Big Data") como os componentes do ecossistema Spark e/ou Hadoop. Desejáveis: Conhecimento com sistemas NoSQL (Cassandra) será um diferencial. Conhecimento e/ou experiência em desenvolvimento e arquitetura de software. Conhecimento e/ou experiência com sistemas de monitoramento e supervisão. Conhecimento em ferramentas e/ou bibliotecas de Data Science (e.g. Sklearn Tensorflow, Keras, Pytorch). Experiência em frameworks de processamento de stream de dados (Apache Kafka, Apache Flink, Spark Stream ...). Inglês intermediário para conversação, reuniões com Stakeholders e time de business, envios de emails e leitura e produção de documentação.
Engenheiro de Dados ESP;https://www.catho.com.br/vagas/engenheiro-de-dados-esp/18554611/?origem_apply=busca-de-vagas&entrada_apply=direto;Brasilia - DF (1);Desenvolvimento de microserviços e APIs. Algoritmos de Machine Learning. Conhecimento das distribuições Big Data (Cloudera, Hortonworks, etc.). Conhecimentos de técnicas de testes (unitários, integrados, etc.). Experiência em times ágeis e/ou distribuídos globalmente. Experiência com bancos NoSQL (Hbase, MongoDB, etc.). Experiência na criação de rotinas de preparação de dados para análises (ETL). Experiência com a linguagem de programação Scala com Apache Spark. Experiência com ferramentas de DevOps (Jenkins, Kubernetes, Docker, etc.). Experiência com desenvolvimento na stack ELK (ElasticSearch) Experiência com desenvolvimento Neo4j. Desejável: - Fluência em Inglês (leitura, escrita, conversação, técnico). Experiência com desenvolvimento em ambiente Cloud (AWS, Azure, GCP). Experiência com a linguagem de programação Python (Pandas, Numpy, Boto, Airflow, etc). Experiência em desenvolvimento de microserviços e APIs. Conhecimentos de algoritmos de Machine Learning.
Engenheiro de Dados Sênior;https://www.catho.com.br/vagas/engenheiro-de-dados-senior/18521157/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);Analisar demandas, definir soluções e desenvolver com autonomia. Definir e acompanhar monitorações de integrações. Desenvolver e acompanhar todo o processo de implantação em produção. Arquitetar sistemas distribuídos. Criar pipelines confiáveis. Combinar fontes de dados. Colaborar com a equipe de Dados e construir as soluções certas para essas equipes. Bacharelado em Tecnologia e Sistemas. Inglês avançado - comunicação e escrita. Ter vivência com metodologia ágil (Scrum e Kanban). Conhecimentos avançados em Java e frameworks Spring, linguagens Javascript, Groovy, Python, DevOps, Docker e Kubernets, Cloud, SOA, modelagem e/ou desenvolvimentos de interfaces REST, Angular, Banco de dados Oracle e Bigdata. Atuação no desenvolvimento de microsserviços e APIs. Conhecimento em Cloud (GCP, AZURE). Seria interessante também ter: MBA em Projetos de Sistemas  Idioma:  Inglês - Fluente
Engenheiro de Dados Corporativo;https://www.catho.com.br/vagas/engenheiro-de-dados-corporativo/18507374/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);Construir, avaliar e executar scripts de atualização de dados de forma performática. Criar modelagem e persistência de dados, com as melhores práticas. Criação de modelagem de dados relacional e não relacional. Criação de pipelines no jenkins e infraestrutura na AWS para a estrutura de dados. Produzir análises detalhadas sobre comportamento de usuários, modelos estatísticos, fontes de dados, etc. Descobrir e avaliar a relevância de novas fonte de dados. Conhecimento no desenvolvimento com a linguagem Python. Conhecimento nos serviços da AWS (SQS, S3 e EC2). Criação de pipelines no Jenkins. Domínio do Jypiter Notebooks. Experiência com bancos de dados e tecnologias relacionadas (SQL, noSQL). Experiência em trabalhar com ferramentas e linguagens voltadas à análise de dados.
Engenheiro de Dados Sênior;https://www.catho.com.br/vagas/engenheiro-de-dados-senior/18494995/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);Atuar com técnicas de captura, tratamento e estruturação de dados em arquitetura de processamento de dados com escalonamento horizontal (big data, cloud computing PaaS etc). Operar sistemas operacionais Linux (centos, RHEL), Shell comandos básicos e intermediários, edição de arquivos com VIM, Python, Scala com Spark, conceitos de MPP, Kubernetes, criar VMs, GCP DataProc, Cloud Storage,  Airflow, Devops (git, jenkins, pipeline de deploy, Jira, Confluence). Boa comunicação e proatividade, aberto a conhecer novas tecnologias no cliente. Certificações Cloud (GCP preferencialmente).  Idioma:  Inglês - Intermediário
Engenheiro de Dados Sênior;https://www.catho.com.br/vagas/engenheiro-de-dados-senior/18481914/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);Analisar demandas, definir soluções e desenvolver com autonomia. Definir e acompanhar monitorações de integrações. Desenvolver e acompanhar todo o processo de implantação em produção. Arquitetar sistemas distribuídos. Criar pipelines confiáveis. Combinar fontes de dados. Colaborar com a equipe de Dados e construir as soluções certas para essas equipes. Bacharelado em Tecnologia e Sistemas. Inglês avançado ? comunicação e escrita. Ter vivência com metodologia ágil (Scrum e Kanban). Conhecimentos avançados em Java e frameworks Spring, linguagens Javascript, Groovy, Python, DevOps, Docker e Kubernets, Cloud, SOA, modelagem e/ou desenvolvimentos de interfaces REST, Angular, Banco de dados Oracle e Bigdata. Atuação no desenvolvimento de microsserviços e APIs. Conhecimento em Cloud (GCP, AZURE). MBA em Projetos de Sistemas.
Engenheiro de Dados - SAP;https://www.catho.com.br/vagas/engenheiro-de-dados-sap/18468456/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);Identificar e implementar a coleta de novas fontes internas e externas de dados. Auxiliar a criação, manutenção e monitoramento do pipeline de dados. Experiência e bons conhecimentos em Data Factory. Experiência e bons conhecimentos em Data Lake Storage. Experiência em desenvolvimento e modelagem de Data Warehouse. Experiência com Origens de dados SAP Data Services, SAP Hana, SAP ECC, SAP BW.
Engenheiro de Dados - Python;https://www.catho.com.br/vagas/engenheiro-de-dados-python/18468331/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);Requisitos: Experiência e bons conhecimentos em Data Factory. Experiência e bons conhecimentos em Data Lake Storage. Experiência em desenvolvimento e modelagem de Data Warehouse. Experiência e bons conhecimentos em Python. Contratante: Importante empresa do segmento de consultoria voltada para  BI e Big Data.
Engenheiro de Dados - Python;https://www.catho.com.br/vagas/engenheiro-de-dados-python/18468492/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);Experiência e bons conhecimentos em Data Factory. Experiência e bons conhecimentos em Data Lake Storage. Experiência em desenvolvimento e modelagem de Data Warehouse. Experiência e bons conhecimentos em Python.
Engenheiro de Dados - Microstrategy;https://www.catho.com.br/vagas/engenheiro-de-dados-microstrategy/18475196/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);Atua com processos de desenvolvimento estruturado que se estende do conceito ao projeto dos sistemas Microstrategy e Cognos. Ter experiência na função. O nível de utilização destas tecnologias no projeto é 90% Microstrategy e 10% Cognos.
Engenheiro de Dados - BI;https://www.catho.com.br/vagas/engenheiro-de-dados-bi/18431769/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);Responsável por capturar, gerir e garantir a qualidade dos dados através de diversas ferramentas das áreas. Desenvolver todo processo de ETL construindo, testando e mantendo a solução, onde todos os dados são extraídos, limpos, organizados, integrados e disponibilizados. Responsável pela implementação e melhoria contínua da plataforma de dados. Utilizará ferramentas para avaliar, integrar e disponibilizar os dados da forma mais adequada e performática possível Elaborar relatórios/Dashboards em Power BI utilizando modelos e visões avançadas, automatizando as entregas e garantindo a qualidade das informações. Criar métricas, KPI&#39s, extrair, tratar e comparar dados através das bases das ferramentas das áreas, bases de mercado e concorrência. Manter as atividades com controle de progresso e quando necessário com o follow-up adequado internamente. Atender e realizar atividades profissionais correlatas e inerentes ao cargo, conforme orientação e solicitação do superior imediato.
Engenheiro de Dados (AWS);https://www.catho.com.br/vagas/engenheiro-de-dados-aws/18462887/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);Atuação com linguagens SQL, Python, Scala e Java, modelagem e manipulação de grandes volumes de dados. Domínio em plataforma AWS (AWS Bucket S3, AWS Redshift). Modelagem de Dados (SQL e NoSQL). Experiência com ferramentas de data quality (AWS Deequ, GreatExpectations). Experiência em criação de pipeline. Experiência em ferramentas de versionamento (Git). Conhecimento em arquitetura de dados e governança. Estar ambientado em projetos com metodologias e frameworks Ágeis.
Engenheiro de Dados Pleno;https://www.catho.com.br/vagas/engenheiro-de-dados-pleno/18455398/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);Desenvolver, construir, testar e manter a solução (Plataforma de Dados), onde todos os dados são extraídos, limpos, organizados, integrados e disponibilizados com Gestão e Governança. Conhecer os processos e interage com outras áreas de Datos & Tecnologia, assim como de Negócio. Saber traduzir necessidades de usuários de negócio em requisitos técnicos para criação de novas features para a plataforma de dados. Responsável pela implementação e melhoria contínua da Plataforma de Dados, utilizará ferramentas para avaliar, integrar e disponibilizar os dados da forma mais adequada e performática possível, apresentando os trade-offs adequados para cada contexto. Requisitos mandatórios: Agile (Scrum/Kanban), DevOps (CI/CD), PowerBI, Control-M, RDBMS, NoSQL, Impala, Hive e Spark. Cloud - Experiência em pelo menos uma das três principais plataformas (AWS, Azure e GCP). Hadoop Ecosystem (on premises e gerenciado em nuvem, EMR/HDInsights). SQL / NoSQL (databases, paradigmas e modelagem). Data Warehousing & Data Lakes. Python, Scala e/ou Java (core e Spark batch/streaming). Mensageria/Real time (Kafka, Flume e SQS ). APIs e Microsserviços. Testes e DevOps (CI/CD).   Idioma:  Inglês - Intermediário
Engenheiro de Dados Sênior;https://www.catho.com.br/vagas/engenheiro-de-dados-senior/18455435/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);Microsserviços. Arquitetura Lambda, Kappa e orientada a eventos MLFlow. Vivência no mercado financeiro. web scrap. Git Construção de API Formação em Ciências da Computação, Engenharia da Computação, Sistemas de Informação, Análise e Desenvolvimento de Sistemas ou áreas correlatas. Conhecimento avançado em Python, Scala ou Java. Conhecimentos básicos em Linux. Conhecimentos básicos em AWS ou Azure. Conhecimento avançado em SQL. Conhecimento em banco de dados relacionais e não relacionais. Experiência com processamento de dados (Streaming e Batch). Experiência com CDC - Change Data Capture. Raciocínio lógico e pensamento analítico. Experiência ferramentas como Hadoop, Spark, Hive, Kafka, Airflow, Databricks. Noções de kubernetes e docker.   Idioma:  Inglês - Intermediário
Engenheiro de Dados-Conrado;https://www.catho.com.br/vagas/engenheiro-de-dados-conrado/18453863/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);Profissional que gerencia, otimiza, supervisiona e monitora a recuperação. responsável pelos armazenamento e distribuir os dados. Atuar com sql e postgree.
Engenheiro de Dados Sênior;https://www.catho.com.br/vagas/engenheiro-de-dados-senior/18428802/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);Analisar demandas, definir soluções e desenvolver com autonomia. Definir e acompanhar monitorações de integrações Desenvolver e acompanhar todo o processo de implantação em produção. Arquitetar sistemas distribuídos. Criar pipelines confiáveis. Combinar fontes de dados. Colaborar com a equipe de Dados e construir as soluções certas para essas equipes. Ensino Superior em Tecnologia e Sistemas. Inglês avançado. Comunicação e escrita. Vivência com metodologia ágil (Scrum e Kanban). Conhecimentos avançados em Java e frameworks Spring, linguagens Javascript, Groovy, Python, DevOps, Docker e Kubernets, Cloud, SOA, modelagem e/ou desenvolvimentos de interfaces REST, Angular, Banco de dados Oracle e Bigdata. Atuação no desenvolvimento de microsserviços e APIs Conhecimento em Cloud (GCP, AZURE).   MBA em Projetos de Sistemas.
Engenheiro de Dados de Qualidade;https://www.catho.com.br/vagas/engenheiro-de-dados-de-qualidade/18418595/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);Conhecimento das ferramentas Informática DEQ e EDC Conhecimento da ferramenta Informática Data Engineering Quality (DEQ 10.4.1): Profile, Score Cards, Parsing Data, Standardizing Data, Mapplets Conhecimento da ferramenta Informática Enterprise Data Catalog (10.4.1): Integração com DEQ, Assets (Business Glossary, Tabular, Rule, Scorecard, Column and Field, Data Domain), Lineage, Impact View, Relationships View, Discover, Profiling, Import catalog/metadados. Configuração de Advanced Scanner Desejável: certificação nas ferramentas mencionadas.
Engenheiro de Dados Sênior;https://www.catho.com.br/vagas/engenheiro-de-dados-senior/18384191/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);Desenvolvimento e implementação de componentes AWS - EMR, Cloud Formation, Glue, Athena, APIs, Integration Services Administração de bucket S3 e instâncias AWS EC2 para execução de componentes da plataforma de Analytics quando requerido. Migração de dados a partir de fontes como SAP ECC e 4Hana, Sales Force, sistemas legados c/ bd no SQL Server, dados não estruturados como planilhas/imagens/etc e plataformas digitais (redes sociais, sites de e-commerce internos e externos, dados de apps entre outros) para nosso DataLake na AWS. Desenvolvimento de Lambda Functions, armazenamento em nosso DW, datamarts e cluster Big Data. Integração de dados utilizando como destino banco de dados SQL e NoSQL (Azure SQL DW, Aurora, MariaDb, Redshift, DynamoDb, MongoDb entre outros). Criação e manutenção de scripts em Python e SQL (conhecimentos em R e NodeJs desejáveis conhecimentos em Kafka e Kinesis serão considerados diferenciais). Experiência com modelagem de dados e especificação de arquitetura de soluções de BI & Analytics seguindo melhores práticas e/ou design patterns recomendados internamente ou por fornecedores. Experiência atuando em projetos de médio/grande porte, relacionados a BI & Analytics. Experiência com implementação de soluções de BI tradicionais, EDW, e Big Data. Experiência de trabalho utilizando metodologias ágeis (Scrum, Lean, Kanban).
